aggregation_gap_mean,aggregation_gap_std,benchmark,best_individual_acc_mean,best_individual_acc_std,boundary_shared_error_net_gain_mean,boundary_shared_error_net_gain_std,correct_disagreement_rate_mean,correct_disagreement_rate_std,dominant_wrong_cluster_size_mean,dominant_wrong_cluster_size_std,estimated_cost_mean,estimated_cost_std,gold_vs_largest_wrong_margin_mean,gold_vs_largest_wrong_margin_std,majority_failure_tail_rate_mean,majority_failure_tail_rate_std,majority_vote_acc_mean,majority_vote_acc_std,mean_boundary_conditional_error_mean,mean_boundary_conditional_error_std,mean_boundary_useful_diversity_mean,mean_boundary_useful_diversity_std,mean_individual_acc_mean,mean_individual_acc_std,mean_pairwise_double_fault_mean,mean_pairwise_double_fault_std,mean_pairwise_error_covariance_mean,mean_pairwise_error_covariance_std,mean_pivotal_fix_rate_mean,mean_pivotal_fix_rate_std,mean_pivotal_hold_rate_mean,mean_pivotal_hold_rate_std,mean_useful_diversity_mean,mean_useful_diversity_std,mean_vote_margin_mean,mean_vote_margin_std,n,oracle_acc_mean,oracle_acc_std,same_wrong_pair_rate_mean,same_wrong_pair_rate_std,setting,shared_error_creation_rate_mean,shared_error_creation_rate_std,shared_error_rescue_rate_mean,shared_error_rescue_rate_std,task_id,total_llm_calls_mean,total_llm_calls_std,total_tokens_mean,total_tokens_std,triple_joint_error_rate_mean,triple_joint_error_rate_std,vote_acc_mean,vote_acc_std,weighted_vote_acc_mean,weighted_vote_acc_std
0.15833333333333333,0.03535533905932741,BBH,0.525,0.01178511301977575,-0.8819444444444444,0.14731391274719757,0.35,0.07071067811865478,2.55,0.023570226039551813,0.0,0.0,-0.02,0.009428090415820635,0.5,0.04714045207910316,0.5,0.04714045207910316,0.7527777777777779,0.058925565098879064,0.0,0.0,0.49,0.004714045207910308,0.42166666666666663,0.021213203435596482,0.1617222222222222,0.01657772564781798,0.0,0.0,0.39230769230769236,0.010878565864408425,0.036717921213971244,0.0006606218090712457,-0.02,0.009428090415820635,2,0.6583333333333333,0.01178511301977575,0.4216666666666667,0.021213203435596444,shared_vote_error_pareto_tcs,0.7527777777777779,0.058925565098879064,0.24722222222222223,0.05892556509887897,disambiguation_qa,4285.5,190.21172413918129,2396461.0,233021.38288577725,0.5,0.04714045207910316,0.5,0.04714045207910316,0.5,0.04714045207910316
0.14166666666666666,0.10606601717798214,BBH,0.5916666666666667,0.08249579113843057,-0.7006578947368423,0.24655696975583544,0.43333333333333335,0.09428090415820635,2.5166666666666666,0.21213203435596414,0.0,0.0,-0.010000000000000012,0.0848528137423857,0.45833333333333337,0.01178511301977579,0.55,0.02357022603955158,0.6802631578947369,0.09862278790233417,0.002777777777777778,0.003928371006591931,0.4933333333333333,0.04242640687119285,0.39916666666666667,0.06953216681667725,0.14231944444444444,0.025946890498539713,0.0,0.0,0.43262411347517726,0.14041836789520093,0.03777340758177969,0.010206166172555231,-0.010000000000000012,0.0848528137423857,2,0.6916666666666667,0.12963624321753373,0.395,0.06835365551469956,shared_vote_error_pareto_tcs_residual_cycle_guard,0.6802631578947369,0.09862278790233417,0.3197368421052631,0.09862278790233421,disambiguation_qa,4292.0,220.61731573020282,2423776.5,23598.27460853865,0.45833333333333337,0.01178511301977579,0.55,0.02357022603955158,0.5416666666666667,0.011785113019775828
0.14999999999999997,0.02357022603955158,BBH,0.5666666666666667,0.04714045207910316,-1.064516129032258,0.09123958466923186,0.35833333333333334,0.03535533905932741,2.458333333333333,0.03535533905932756,0.0,0.0,0.01666666666666666,0.014142135623730942,0.48333333333333334,0.0,0.5166666666666667,0.0,0.8258064516129031,0.03649583386769279,0.0,0.0,0.5083333333333333,0.007071067811865481,0.4083333333333333,0.0,0.16694444444444445,0.006560379581008541,0.0,0.0,0.2989368355222014,0.060141664941444975,0.03702407184574339,0.005560591962043487,0.01666666666666666,0.014142135623730942,2,0.6666666666666667,0.02357022603955158,0.4083333333333333,3.925231146709438e-17,shared_vote_error_pareto_tcs_residual_specialization,0.8258064516129031,0.03649583386769279,0.17419354838709677,0.03649583386769275,disambiguation_qa,4633.0,244.65894629054543,2743037.0,307078.09029300674,0.48333333333333334,0.0,0.5166666666666667,0.0,0.5083333333333333,0.011785113019775828
0.20000000000000004,3.925231146709438e-17,BBH,0.6,0.09428090415820632,-0.5897129186602871,0.31972053024941993,0.45833333333333337,0.1060660171779821,2.3083333333333336,0.4124789556921528,0.0,0.0,0.07666666666666667,0.16499158227686112,0.44166666666666665,0.10606601717798218,0.5583333333333333,0.1060660171779821,0.6358851674641148,0.12788821209976797,0.0,0.0,0.5383333333333333,0.08249579113843057,0.34416666666666673,0.11195857368787014,0.12816666666666665,0.03563032502978883,0.0,0.0,0.46170731707317075,0.002414510960149189,0.0447306008471383,0.006850324769875795,0.07666666666666667,0.16499158227686112,2,0.7583333333333333,0.10606601717798214,0.34416666666666673,0.1119585736878701,shared_vote_pareto_tcs_boundary_selector,0.6358851674641148,0.12788821209976797,0.36411483253588517,0.12788821209976795,disambiguation_qa,4346.0,224.8599564173221,2368146.5,186191.82208813576,0.44166666666666665,0.10606601717798218,0.5583333333333333,0.1060660171779821,0.5583333333333333,0.1060660171779821
0.20833333333333334,0.01178511301977579,BBH,0.55,0.1414213562373095,-0.9788676236044658,0.1415341324384556,0.3666666666666667,0.047140452079103196,2.566666666666667,0.3535533905932738,0.0,0.0,-0.028333333333333342,0.13906433363335435,0.525,0.08249579113843057,0.475,0.08249579113843053,0.7915470494417863,0.05661365297538225,0.0,0.0,0.485,0.0683536555146996,0.4283333333333333,0.07778174593052022,0.16145833333333331,0.006462170305843747,0.0,0.0,0.4027027027027027,0.0038221988172245816,0.03306544683045811,0.00556034397466984,-0.028333333333333342,0.13906433363335435,2,0.6833333333333333,0.09428090415820632,0.4258333333333334,0.081317279836453,shared_vote_pareto_tcs_static,0.7915470494417863,0.05661365297538225,0.20845295055821372,0.05661365297538231,disambiguation_qa,4808.0,165.46298679765212,2960092.5,65664.05702132636,0.525,0.08249579113843057,0.475,0.08249579113843053,0.475,0.08249579113843053
0.05833333333333329,0.03535533905932733,BBH,0.875,0.03535533905932741,-0.6666666666666667,0.05892556509887883,0.175,0.01178511301977579,0.7083333333333333,0.1532064692570853,0.0,0.0,0.7166666666666667,0.061282587702834124,0.13333333333333333,0.04714045207910316,0.8666666666666667,0.04714045207910316,0.6666666666666666,0.0235702260395515,0.0,0.0,0.8583333333333334,0.030641293851417062,0.09833333333333333,0.025927248643506744,0.07797222222222222,0.01712769758874083,0.0,0.0,0.09935064935064934,0.03948778128704096,0.04381559502747324,0.007363547295416692,0.7166666666666667,0.061282587702834124,2,0.925,0.011785113019775828,0.09833333333333333,0.025927248643506744,shared_vote_error_pareto_tcs,0.6666666666666666,0.0235702260395515,0.3333333333333333,0.02357022603955158,sports_understanding,4283.0,677.4082963767125,2110164.0,206605.2877542102,0.13333333333333333,0.04714045207910316,0.8666666666666667,0.04714045207910316,0.8666666666666667,0.04714045207910316
0.09999999999999998,0.0235702260395515,BBH,0.8916666666666666,0.011785113019775828,-0.5863636363636364,0.2635579820786224,0.2,0.07071067811865475,0.6916666666666667,0.08249579113843057,0.0,0.0,0.7233333333333333,0.03299831645537235,0.14166666666666666,0.01178511301977579,0.8583333333333334,0.011785113019775828,0.6345454545454545,0.10542319283144895,0.0,0.0,0.8616666666666666,0.0164991582276861,0.09000000000000002,0.035355339059327376,0.07086111111111112,0.030798428691680736,0.0,0.0,0.13877118644067798,0.019475398634375255,0.04992943250470691,0.011507519545554559,0.7233333333333333,0.03299831645537235,2,0.9583333333333333,0.03535533905932733,0.09,0.03535533905932739,shared_vote_error_pareto_tcs_residual_cycle_guard,0.6345454545454545,0.10542319283144895,0.3654545454545454,0.10542319283144888,sports_understanding,3165.5,238.2949852598665,1480540.5,168362.83170729814,0.14166666666666666,0.01178511301977579,0.8583333333333334,0.011785113019775828,0.8666666666666667,0.02357022603955158
0.12499999999999994,0.011785113019775828,BBH,0.875,0.03535533905932741,-0.75,0.11785113019775782,0.2,0.0,0.8,0.02357022603955158,0.0,0.0,0.68,0.009428090415820694,0.175,0.01178511301977579,0.825,0.011785113019775828,0.7,0.04714045207910316,0.0,0.0,0.8400000000000001,0.004714045207910347,0.11249999999999999,0.005892556509887905,0.08705555555555555,0.00428192439718521,0.0,0.0,0.15789473684210525,0.0,0.038713631894853384,0.005261426747327914,0.68,0.009428090415820694,2,0.95,0.0,0.1125,0.005892556509887895,shared_vote_error_pareto_tcs_residual_specialization,0.7,0.04714045207910316,0.3,0.04714045207910316,sports_understanding,3670.0,634.9818895055197,1836289.5,184569.71913209383,0.175,0.01178511301977579,0.825,0.011785113019775828,0.825,0.011785113019775828
0.10833333333333328,0.01178511301977575,BBH,0.8833333333333333,0.0,-0.46474358974358954,0.16771122374296302,0.18333333333333335,0.047140452079103175,0.7333333333333334,0.04714045207910324,0.0,0.0,0.7066666666666667,0.018856180831641388,0.15833333333333333,0.01178511301977579,0.8416666666666667,0.01178511301977575,0.5858974358974358,0.06708448949718519,0.0,0.0,0.8533333333333333,0.009428090415820616,0.0975,0.0011785113019775967,0.0761388888888889,0.0038498035864600933,0.0,0.0,0.16666666666666666,0.01240538212607978,0.03393576108747058,0.007510045221761804,0.7066666666666667,0.018856180831641388,2,0.95,0.0,0.0975,0.0011785113019775867,shared_vote_pareto_tcs_boundary_selector,0.5858974358974358,0.06708448949718519,0.4141025641025642,0.06708448949718532,sports_understanding,4092.0,162.63455967290594,1692027.0,103294.15859573086,0.15833333333333333,0.01178511301977579,0.8416666666666667,0.01178511301977575,0.8416666666666667,0.01178511301977575
0.09999999999999998,0.023570226039551657,BBH,0.9083333333333333,0.01178511301977575,-0.6319444444444443,0.3633743181097537,0.25,0.02357022603955158,0.7416666666666667,0.011785113019775828,0.0,0.0,0.7033333333333334,0.004714045207910347,0.14166666666666666,0.01178511301977579,0.8583333333333334,0.011785113019775828,0.6527777777777777,0.14534972724390147,0.0,0.0,0.8516666666666667,0.002357022603955213,0.09,0.009428090415820635,0.06834722222222223,0.010390541312435645,0.0,0.0,0.13883847549909256,0.047482669517064,0.05204720377922058,0.007004246278213199,0.7033333333333334,0.004714045207910347,2,0.9583333333333333,0.011785113019775828,0.09,0.009428090415820635,shared_vote_pareto_tcs_static,0.6527777777777777,0.14534972724390147,0.3472222222222223,0.1453497272439015,sports_understanding,4235.0,203.64675298172568,2027291.0,109844.79581664303,0.14166666666666666,0.01178511301977579,0.8583333333333334,0.011785113019775828,0.8583333333333334,0.011785113019775828
